game_id,season,position,final_score,winner,dd_asked,dd_correct,correct_answers
5577,33,middle,3599.0,0,1.0,1.0,12
5577,33,returning_champion,5599.0,0,2.0,0.0,23
5577,33,right,17400.0,1,0.0,0.0,15
5576,33,right,6799.0,0,1.0,1.0,18
5576,33,middle,1600.0,0,0.0,0.0,7
5576,33,returning_champion,16300.0,1,2.0,1.0,21
5575,33,right,2.0,0,1.0,1.0,13
5575,33,middle,100.0,0,1.0,0.0,11
5575,33,returning_champion,12100.0,1,1.0,1.0,17
5573,33,returning_champion,0.0,0,1.0,0.0,11
5573,33,right,11000.0,1,1.0,1.0,15
5573,33,middle,6799.0,0,1.0,1.0,22
5569,33,returning_champion,0.0,0,1.0,0.0,9
5569,33,middle,15595.0,0,2.0,1.0,22
5569,33,right,17200.0,1,0.0,0.0,21
5566,33,returning_champion,4799.0,0,1.0,1.0,11
5566,33,middle,31200.0,1,0.0,0.0,22
5566,33,right,5799.0,0,2.0,2.0,16
5565,33,right,6800.0,0,0.0,0.0,9
5565,33,middle,9199.0,0,2.0,2.0,22
5565,33,returning_champion,15801.0,1,1.0,0.0,17
5564,33,right,20400.0,1,1.0,1.0,17
5564,33,returning_champion,8199.0,0,1.0,1.0,19
5564,33,middle,11600.0,0,1.0,0.0,10
5563,33,right,1.0,0,0.0,0.0,12
5563,33,returning_champion,31200.0,1,2.0,1.0,18
5563,33,middle,1199.0,0,1.0,1.0,18
5562,33,returning_champion,2000.0,0,2.0,1.0,13
5562,33,middle,3600.0,0,0.0,0.0,10
5562,33,right,20000.0,1,1.0,1.0,25
5561,33,middle,4800.0,0,0.0,0.0,10
5561,33,right,9601.0,0,0.0,0.0,11
5561,33,returning_champion,14000.0,1,2.0,2.0,20
5560,33,returning_champion,18600.0,1,2.0,2.0,24
5560,33,middle,0.0,0,0.0,0.0,8
5560,33,right,8000.0,0,1.0,0.0,12
5559,33,right,5800.0,0,1.0,1.0,12
5559,33,middle,0.0,0,2.0,0.0,7
5559,33,returning_champion,20400.0,1,0.0,0.0,26
5558,33,right,6601.0,0,1.0,1.0,12
5558,33,returning_champion,30000.0,1,1.0,1.0,24
5558,33,middle,6600.0,0,1.0,0.0,12
5557,33,middle,17201.0,0,2.0,1.0,12
5557,33,right,9201.0,0,0.0,0.0,11
5557,33,returning_champion,19900.0,1,1.0,1.0,23
5553,33,returning_champion,23200.0,0,0.0,0.0,18
5553,33,right,23400.0,1,2.0,2.0,14
5553,33,middle,12427.0,0,1.0,1.0,19
5550,33,right,1599.0,0,1.0,1.0,10
5550,33,middle,23200.0,1,1.0,1.0,16
5550,33,returning_champion,3599.0,0,1.0,1.0,20
5548,33,right,24583.0,1,1.0,1.0,25
5548,33,middle,9200.0,0,2.0,2.0,13
5548,33,returning_champion,0.0,0,0.0,0.0,9
5545,33,right,3199.0,0,2.0,1.0,18
5545,33,middle,4599.0,0,0.0,0.0,13
5545,33,returning_champion,8201.0,1,1.0,1.0,15
5539,33,returning_champion,12601.0,0,0.0,0.0,12
5539,33,middle,19601.0,1,0.0,0.0,21
5539,33,right,0.0,0,3.0,1.0,12
5535,33,right,2199.0,0,1.0,1.0,15
5535,33,middle,27600.0,1,1.0,1.0,17
5535,33,returning_champion,7899.0,0,1.0,1.0,18
5534,33,returning_champion,3199.0,0,1.0,1.0,13
5534,33,right,4600.0,0,1.0,0.0,14
5534,33,middle,30600.0,1,1.0,1.0,22
5533,33,returning_champion,20400.0,1,2.0,2.0,21
5533,33,right,0.0,0,0.0,0.0,14
5533,33,middle,6604.0,0,1.0,0.0,13
5532,33,returning_champion,20400.0,0,2.0,2.0,17
5532,33,middle,24945.0,1,0.0,0.0,16
5532,33,right,8482.0,0,1.0,1.0,16
5531,33,middle,0.0,0,1.0,1.0,13
5531,33,right,5000.0,0,1.0,1.0,16
5531,33,returning_champion,15989.0,1,1.0,0.0,24
5530,33,middle,2399.0,0,2.0,2.0,11
5530,33,returning_champion,7400.0,1,1.0,0.0,21
5530,33,right,100.0,0,0.0,0.0,22
5529,33,returning_champion,10000.0,0,2.0,2.0,20
5529,33,right,0.0,0,0.0,0.0,14
5529,33,middle,22801.0,1,1.0,1.0,20
5527,33,returning_champion,12800.0,0,0.0,0.0,10
5527,33,right,22845.0,0,2.0,2.0,23
5527,33,middle,24400.0,1,1.0,1.0,21
5526,33,right,11000.0,0,1.0,0.0,17
5526,33,middle,15600.0,1,1.0,1.0,19
5526,33,returning_champion,13000.0,0,1.0,1.0,12
5524,33,right,14000.0,0,0.0,0.0,20
5524,33,middle,16201.0,0,1.0,1.0,15
5524,33,returning_champion,23599.0,1,2.0,2.0,20
5523,33,middle,0.0,0,0.0,0.0,11
5523,33,returning_champion,24399.0,1,2.0,2.0,27
5523,33,right,18000.0,0,1.0,1.0,17
5522,33,right,1.0,0,1.0,0.0,16
5522,33,middle,23000.0,1,1.0,1.0,27
5522,33,returning_champion,12100.0,0,1.0,0.0,11
5521,33,returning_champion,15600.0,1,1.0,1.0,15
5521,33,middle,9599.0,0,1.0,0.0,10
5521,33,right,6799.0,0,1.0,1.0,18
5520,33,returning_champion,14601.0,1,2.0,1.0,18
5520,33,middle,0.0,0,0.0,0.0,4
5520,33,right,0.0,0,1.0,1.0,23
5519,33,returning_champion,6200.0,0,0.0,0.0,15
5519,33,right,11001.0,1,1.0,1.0,11
5519,33,middle,3999.0,0,2.0,1.0,23
5518,33,returning_champion,0.0,0,2.0,1.0,19
5518,33,middle,12801.0,1,1.0,1.0,13
5518,33,right,0.0,0,0.0,0.0,17
5517,33,right,2400.0,0,0.0,0.0,15
5517,33,middle,25600.0,1,1.0,1.0,16
5517,33,returning_champion,6399.0,0,1.0,1.0,17
5516,33,right,7900.0,0,1.0,1.0,7
5516,33,middle,9999.0,0,1.0,1.0,22
5516,33,returning_champion,26800.0,1,1.0,1.0,19
5515,33,middle,4400.0,0,0.0,0.0,8
5515,33,returning_champion,27300.0,1,3.0,3.0,30
5515,33,right,0.0,0,0.0,0.0,14
5514,33,right,2801.0,0,1.0,1.0,15
5514,33,returning_champion,20800.0,1,2.0,1.0,23
5514,33,middle,2798.0,0,0.0,0.0,11
5513,33,right,4800.0,0,1.0,0.0,9
5513,33,middle,0.0,0,2.0,1.0,13
5513,33,returning_champion,15400.0,1,0.0,0.0,19
5512,33,returning_champion,21200.0,1,1.0,0.0,19
5512,33,middle,10599.0,0,0.0,0.0,13
5512,33,right,2799.0,0,2.0,1.0,13
5511,33,right,0.0,0,0.0,0.0,8
5511,33,middle,2200.0,0,0.0,0.0,7
5511,33,returning_champion,16139.0,1,2.0,1.0,21
5510,33,returning_champion,3400.0,0,0.0,0.0,12
5510,33,middle,4000.0,0,1.0,0.0,14
5510,33,right,19899.0,1,2.0,2.0,21
5509,33,returning_champion,7999.0,0,2.0,1.0,19
5509,33,right,4000.0,0,0.0,0.0,8
5509,33,middle,9200.0,1,1.0,1.0,22
5508,33,middle,2400.0,0,0.0,0.0,9
5508,33,right,5999.0,0,1.0,1.0,18
5508,33,returning_champion,6000.0,1,2.0,1.0,21
5507,33,returning_champion,8201.0,0,1.0,1.0,12
5507,33,right,19400.0,1,1.0,1.0,23
5507,33,middle,8200.0,0,1.0,0.0,15
5506,33,middle,1600.0,0,2.0,1.0,20
5506,33,returning_champion,2399.0,1,0.0,0.0,20
5506,33,right,199.0,0,1.0,0.0,8
5505,33,right,0.0,0,1.0,1.0,9
5505,33,middle,11200.0,0,1.0,1.0,12
5505,33,returning_champion,24200.0,1,1.0,1.0,29
5504,33,right,13950.0,0,0.0,0.0,12
5504,33,middle,14001.0,1,3.0,1.0,14
5504,33,returning_champion,1400.0,0,0.0,0.0,16
5503,33,right,2000.0,0,2.0,0.0,15
5503,33,middle,6227.0,1,0.0,0.0,15
5503,33,returning_champion,4100.0,0,1.0,1.0,15
5501,33,right,20600.0,1,1.0,1.0,16
5501,33,returning_champion,7900.0,0,2.0,1.0,15
5501,33,middle,2.0,0,0.0,0.0,16
5500,33,right,1400.0,0,1.0,1.0,12
5500,33,middle,4400.0,1,0.0,0.0,10
5500,33,returning_champion,799.0,0,2.0,1.0,22
5499,33,right,2.0,0,1.0,0.0,13
5499,33,middle,18399.0,1,2.0,1.0,25
5499,33,returning_champion,14801.0,0,0.0,0.0,15
5498,33,middle,17402.0,1,0.0,0.0,14
5498,33,right,13400.0,0,2.0,2.0,22
5498,33,returning_champion,16800.0,0,1.0,0.0,16
5497,33,right,7200.0,0,0.0,0.0,10
5497,33,returning_champion,22500.0,1,0.0,0.0,20
5497,33,middle,4399.0,0,3.0,2.0,20
5496,33,returning_champion,13599.0,0,1.0,1.0,25
5496,33,right,13600.0,0,0.0,0.0,8
5496,33,middle,14000.0,1,2.0,1.0,18
5495,33,returning_champion,9999.0,1,2.0,0.0,21
5495,33,middle,200.0,0,0.0,0.0,6
5495,33,right,8000.0,0,0.0,0.0,14
5494,33,returning_champion,2.0,0,0.0,0.0,12
5494,33,middle,300.0,0,2.0,1.0,16
5494,33,right,5999.0,1,1.0,1.0,15
5493,33,returning_champion,10800.0,0,2.0,0.0,12
5493,33,middle,15800.0,1,0.0,0.0,21
5493,33,right,1.0,0,1.0,1.0,12
5492,33,middle,800.0,0,2.0,0.0,14
5492,33,returning_champion,10399.0,1,1.0,1.0,18
5492,33,right,600.0,0,0.0,0.0,17
5491,33,returning_champion,3600.0,0,1.0,1.0,18
5491,33,middle,21400.0,1,1.0,0.0,19
5491,33,right,12700.0,0,1.0,1.0,16
5490,33,returning_champion,2.0,0,0.0,0.0,17
5490,33,right,14400.0,1,2.0,1.0,14
5490,33,middle,14200.0,0,1.0,1.0,18
5489,33,returning_champion,5601.0,1,1.0,1.0,15
5489,33,middle,2.0,0,2.0,1.0,13
5489,33,right,5399.0,0,0.0,0.0,13
5488,33,right,13201.0,1,1.0,0.0,12
5488,33,middle,0.0,0,0.0,0.0,14
5488,33,returning_champion,13200.0,0,2.0,2.0,19
5487,33,right,2799.0,0,1.0,1.0,17
5487,33,middle,1800.0,0,0.0,0.0,9
5487,33,returning_champion,17399.0,1,2.0,1.0,21
5486,33,right,4400.0,0,0.0,0.0,8
5486,33,middle,3700.0,0,3.0,1.0,26
5486,33,returning_champion,5600.0,1,0.0,0.0,12
5485,33,returning_champion,22600.0,1,2.0,2.0,22
5485,33,right,1990.0,0,0.0,0.0,14
5485,33,middle,5000.0,0,1.0,1.0,9
5484,33,right,6001.0,0,1.0,1.0,14
5484,33,middle,600.0,0,0.0,0.0,10
5484,33,returning_champion,7999.0,1,2.0,1.0,18
5483,33,right,2100.0,0,0.0,0.0,8
5483,33,middle,2800.0,0,2.0,1.0,11
5483,33,returning_champion,15000.0,1,1.0,1.0,20
5482,33,right,0.0,0,1.0,0.0,19
5482,33,middle,8700.0,0,1.0,0.0,15
5482,33,returning_champion,12800.0,1,1.0,0.0,14
5481,33,right,35000.0,1,2.0,2.0,18
5481,33,middle,18515.0,0,1.0,1.0,20
5481,33,returning_champion,8399.0,0,0.0,0.0,13
5480,33,right,10399.0,1,2.0,2.0,14
5480,33,middle,0.0,0,0.0,0.0,10
5480,33,returning_champion,8799.0,0,1.0,0.0,19
5479,33,middle,7599.0,0,1.0,1.0,9
5479,33,right,8000.0,0,1.0,0.0,9
5479,33,returning_champion,21601.0,1,1.0,1.0,28
5478,33,returning_champion,1199.0,1,1.0,1.0,20
5478,33,middle,600.0,0,1.0,1.0,17
5478,33,right,400.0,0,1.0,1.0,12
5477,33,middle,0.0,0,0.0,0.0,8
5477,33,returning_champion,16801.0,1,2.0,2.0,21
5477,33,right,0.0,0,1.0,0.0,14
5476,33,right,11602.0,0,0.0,0.0,10
5476,33,middle,22001.0,1,2.0,2.0,18
5476,33,returning_champion,19201.0,0,1.0,1.0,18
5475,33,right,1.0,0,0.0,0.0,7
5475,33,middle,18800.0,0,3.0,3.0,26
5475,33,returning_champion,23801.0,1,0.0,0.0,15
5474,33,right,5201.0,0,1.0,0.0,15
5474,33,middle,5500.0,0,1.0,1.0,16
5474,33,returning_champion,18001.0,1,1.0,1.0,14
5473,33,middle,10800.0,0,3.0,0.0,16
5473,33,right,20000.0,0,0.0,0.0,14
5473,33,returning_champion,22401.0,1,0.0,0.0,18
5472,33,returning_champion,8600.0,1,1.0,0.0,14
5472,33,right,3999.0,0,1.0,0.0,19
5472,33,middle,7100.0,0,1.0,1.0,13
5471,33,right,5800.0,0,1.0,1.0,14
5471,33,middle,1200.0,0,0.0,0.0,11
5471,33,returning_champion,8199.0,1,2.0,1.0,20
5470,33,right,22801.0,1,1.0,1.0,15
5470,33,middle,1800.0,0,2.0,2.0,11
5470,33,returning_champion,7800.0,0,0.0,0.0,14
5469,33,right,4399.0,0,2.0,1.0,19
5469,33,middle,8400.0,0,1.0,0.0,10
5469,33,returning_champion,8500.0,1,0.0,0.0,18
5468,33,middle,1.0,0,1.0,0.0,19
5468,33,returning_champion,20001.0,1,2.0,1.0,20
5468,33,right,7400.0,0,0.0,0.0,9
5467,33,right,19600.0,1,1.0,1.0,24
5467,33,middle,0.0,0,0.0,0.0,11
5467,33,returning_champion,12401.0,0,2.0,0.0,17
5466,33,middle,9201.0,0,0.0,0.0,9
5466,33,returning_champion,14001.0,1,2.0,1.0,23
5466,33,right,7599.0,0,1.0,0.0,11
5465,33,returning_champion,19201.0,0,3.0,2.0,21
5465,33,middle,7000.0,0,0.0,0.0,8
5465,33,right,26001.0,1,0.0,0.0,22
5463,33,middle,11701.0,0,3.0,1.0,22
5463,33,returning_champion,14200.0,0,0.0,0.0,11
5463,33,right,23200.0,1,0.0,0.0,17
5462,33,right,16500.0,0,2.0,2.0,17
5462,33,middle,28000.0,1,0.0,0.0,22
5462,33,returning_champion,0.0,0,1.0,1.0,13
5461,33,right,17200.0,0,0.0,0.0,13
5461,33,middle,0.0,0,0.0,0.0,8
5461,33,returning_champion,25400.0,1,3.0,3.0,30
5460,33,right,3999.0,1,1.0,1.0,26
5460,33,middle,0.0,0,2.0,1.0,19
5460,33,returning_champion,2000.0,0,0.0,0.0,10
5459,33,middle,8399.0,0,1.0,1.0,18
5459,33,right,16800.0,0,0.0,0.0,17
5459,33,returning_champion,21001.0,1,2.0,2.0,19
5458,33,returning_champion,24401.0,1,3.0,3.0,24
5458,33,middle,22801.0,0,0.0,0.0,21
5458,33,right,1.0,0,0.0,0.0,6
5457,33,returning_champion,16800.0,0,3.0,2.0,19
5457,33,right,23599.0,1,0.0,0.0,15
5457,33,middle,20000.0,0,0.0,0.0,18
5456,33,right,3500.0,0,0.0,0.0,16
5456,33,middle,18400.0,1,2.0,2.0,24
5456,33,returning_champion,1001.0,0,1.0,0.0,8
5455,33,middle,45.0,0,1.0,1.0,10
5455,33,right,23201.0,1,0.0,0.0,29
5455,33,returning_champion,5600.0,0,2.0,2.0,14
5454,33,right,10800.0,0,0.0,0.0,16
5454,33,returning_champion,15601.0,1,0.0,0.0,13
5454,33,middle,0.0,0,3.0,0.0,17
5453,33,returning_champion,4399.0,0,1.0,1.0,18
5453,33,middle,15990.0,1,0.0,0.0,10
5453,33,right,8001.0,0,2.0,2.0,21
5452,33,right,22400.0,1,1.0,1.0,16
5452,33,middle,300.0,0,1.0,0.0,15
5452,33,returning_champion,17399.0,0,1.0,0.0,16
5451,33,right,14388.0,0,0.0,0.0,11
5451,33,middle,21799.0,1,2.0,2.0,21
5451,33,returning_champion,17600.0,0,1.0,1.0,15
5449,33,returning_champion,799.0,0,2.0,0.0,16
5449,33,right,998.0,0,0.0,0.0,11
5449,33,middle,4000.0,1,0.0,0.0,13
5448,33,right,3999.0,0,0.0,0.0,14
5448,33,middle,8000.0,0,3.0,2.0,17
5448,33,returning_champion,20001.0,1,0.0,0.0,20
5447,33,middle,0.0,0,0.0,0.0,6
5447,33,right,24400.0,1,3.0,1.0,19
5447,33,returning_champion,4399.0,0,0.0,0.0,18
5446,33,returning_champion,2199.0,0,1.0,1.0,16
5446,33,middle,0.0,0,1.0,0.0,15
5446,33,right,6599.0,1,1.0,1.0,18
5445,33,returning_champion,3799.0,0,2.0,2.0,21
5445,33,middle,16001.0,1,1.0,1.0,14
5445,33,right,16000.0,0,0.0,0.0,17
5444,33,middle,24801.0,1,0.0,0.0,22
5444,33,returning_champion,24400.0,0,2.0,1.0,17
5444,33,right,1400.0,0,1.0,1.0,13
5443,33,middle,23199.0,1,2.0,2.0,19
5443,33,right,11200.0,0,1.0,0.0,12
5443,33,returning_champion,1900.0,0,0.0,0.0,21
5442,33,right,200.0,0,1.0,1.0,10
5442,33,middle,13199.0,0,0.0,0.0,11
5442,33,returning_champion,18800.0,1,2.0,2.0,24
5441,33,right,1.0,0,0.0,0.0,9
5441,33,middle,4800.0,0,1.0,0.0,15
5441,33,returning_champion,15000.0,1,2.0,1.0,22
5440,33,returning_champion,0.0,0,2.0,1.0,14
5440,33,right,16800.0,1,0.0,0.0,22
5440,33,middle,7700.0,0,1.0,0.0,10
5439,33,returning_champion,3799.0,0,2.0,1.0,10
5439,33,right,0.0,0,0.0,0.0,19
5439,33,middle,12400.0,1,1.0,1.0,14
5438,33,right,18300.0,1,1.0,1.0,15
5438,33,middle,1199.0,0,0.0,0.0,8
5438,33,returning_champion,15331.0,0,2.0,1.0,20
5437,33,right,20631.0,1,2.0,2.0,17
5437,33,middle,1.0,0,1.0,0.0,17
5437,33,returning_champion,14000.0,0,0.0,0.0,13
5433,33,returning_champion,28431.0,1,2.0,2.0,19
5433,33,middle,15200.0,0,1.0,1.0,14
5433,33,right,2200.0,0,0.0,0.0,16
5432,33,middle,9400.0,0,3.0,2.0,24
5432,33,returning_champion,28800.0,1,0.0,0.0,15
5432,33,right,0.0,0,0.0,0.0,4
5431,33,returning_champion,18400.0,1,2.0,0.0,19
5431,33,right,11201.0,0,1.0,0.0,17
5431,33,middle,10600.0,0,0.0,0.0,11
5430,33,right,20600.0,1,2.0,2.0,18
5430,33,middle,2199.0,0,0.0,0.0,14
5430,33,returning_champion,7900.0,0,1.0,1.0,17
5429,33,right,0.0,0,0.0,0.0,17
5429,33,middle,8400.0,0,1.0,1.0,15
5429,33,returning_champion,13400.0,1,2.0,1.0,17
5428,33,right,17601.0,1,0.0,0.0,15
5428,33,middle,11800.0,0,2.0,1.0,14
5428,33,returning_champion,17598.0,0,1.0,0.0,19
5427,33,right,5800.0,0,2.0,2.0,16
5427,33,returning_champion,5.0,0,0.0,0.0,14
5427,33,middle,19300.0,1,1.0,1.0,21
5426,33,right,21800.0,1,1.0,1.0,20
5426,33,returning_champion,0.0,0,1.0,0.0,14
5426,33,middle,6000.0,0,1.0,0.0,16
5424,33,returning_champion,19005.0,0,2.0,1.0,27
5424,33,middle,0.0,0,0.0,0.0,7
5424,33,right,34000.0,1,1.0,1.0,14
5423,33,returning_champion,20000.0,1,2.0,1.0,26
5423,33,middle,0.0,0,1.0,0.0,8
5423,33,right,12800.0,0,0.0,0.0,13
5422,33,returning_champion,13201.0,1,0.0,0.0,17
5422,33,middle,798.0,0,2.0,0.0,10
5422,33,right,1600.0,0,1.0,0.0,16
5421,33,middle,6200.0,0,0.0,0.0,13
5421,33,returning_champion,22000.0,1,3.0,3.0,28
5421,33,right,1.0,0,0.0,0.0,10
5419,33,returning_champion,18100.0,1,1.0,0.0,21
5419,33,middle,1.0,0,1.0,0.0,9
5419,33,right,12499.0,0,1.0,1.0,14
5418,33,returning_champion,25201.0,1,1.0,1.0,24
5418,33,middle,1.0,0,1.0,1.0,14
5418,33,right,8800.0,0,1.0,0.0,9
5415,33,middle,10600.0,0,1.0,0.0,11
5415,33,returning_champion,12800.0,1,1.0,1.0,23
5415,33,right,199.0,0,1.0,0.0,12
5413,33,right,500.0,0,1.0,0.0,13
5413,33,middle,10600.0,0,0.0,0.0,14
5413,33,returning_champion,26000.0,1,2.0,2.0,25
5412,33,middle,15699.0,0,1.0,1.0,10
5412,33,returning_champion,21900.0,1,2.0,2.0,25
5412,33,right,2999.0,0,0.0,0.0,15
5411,33,middle,8100.0,0,0.0,0.0,10
5411,33,right,9201.0,0,0.0,0.0,12
5411,33,returning_champion,22000.0,1,3.0,1.0,26
5410,33,right,400.0,0,0.0,0.0,17
5410,33,middle,3800.0,0,1.0,0.0,13
5410,33,returning_champion,22800.0,1,2.0,1.0,23
5409,33,right,29800.0,1,2.0,1.0,25
5409,33,middle,3799.0,0,1.0,1.0,13
5409,33,returning_champion,9000.0,0,0.0,0.0,9
5408,33,returning_champion,31200.0,1,1.0,1.0,17
5408,33,right,0.0,0,2.0,0.0,7
5408,33,middle,13199.0,0,0.0,0.0,21
5407,33,returning_champion,6534.0,1,0.0,0.0,9
5407,33,right,2799.0,0,1.0,1.0,20
5407,33,middle,0.0,0,2.0,2.0,22
5406,33,right,50.0,0,0.0,0.0,16
5406,33,returning_champion,9599.0,0,1.0,1.0,21
5406,33,middle,21601.0,1,2.0,2.0,15
5405,33,right,25599.0,0,2.0,2.0,22
5405,33,returning_champion,0.0,0,0.0,0.0,5
5405,33,middle,28001.0,1,1.0,1.0,19
5404,33,right,21100.0,1,1.0,1.0,13
5404,33,middle,7999.0,0,0.0,0.0,14
5404,33,returning_champion,1300.0,0,2.0,1.0,16
5403,33,right,3399.0,1,3.0,1.0,20
5403,33,returning_champion,1499.0,0,0.0,0.0,12
5403,33,middle,0.0,0,0.0,0.0,11
5384,32,right,11700.0,1,0.0,0.0,16
5384,32,returning_champion,199.0,0,2.0,0.0,15
5384,32,middle,823.0,0,1.0,0.0,11
5383,32,middle,18399.0,0,2.0,2.0,20
5383,32,right,999.0,0,1.0,0.0,13
5383,32,returning_champion,18400.0,1,0.0,0.0,12
5382,32,middle,1.0,0,0.0,0.0,14
5382,32,right,8399.0,1,1.0,0.0,17
5382,32,returning_champion,4799.0,0,2.0,2.0,18
5381,32,middle,0.0,0,1.0,0.0,12
5381,32,right,3599.0,0,0.0,0.0,14
5381,32,returning_champion,22000.0,1,2.0,1.0,26
5380,32,right,8798.0,0,0.0,0.0,11
5380,32,returning_champion,25599.0,1,2.0,2.0,21
5380,32,middle,8801.0,0,1.0,1.0,16
5379,32,right,7700.0,0,0.0,0.0,11
5379,32,middle,1.0,0,1.0,0.0,13
5379,32,returning_champion,15679.0,1,2.0,2.0,23
5378,32,right,600.0,0,1.0,1.0,12
5378,32,middle,8600.0,0,1.0,0.0,10
5378,32,returning_champion,19201.0,1,1.0,1.0,20
5377,32,right,3999.0,1,1.0,1.0,16
5377,32,middle,800.0,0,2.0,2.0,24
5377,32,returning_champion,1.0,0,0.0,0.0,14
5376,32,returning_champion,7999.0,0,1.0,1.0,14
5376,32,right,18796.0,0,0.0,0.0,18
5376,32,middle,19000.0,1,2.0,1.0,11
5368,32,returning_champion,15400.0,1,3.0,3.0,22
5368,32,middle,15100.0,0,0.0,0.0,13
5368,32,right,2000.0,0,0.0,0.0,14
5366,32,middle,0.0,0,0.0,0.0,9
5366,32,right,11800.0,0,1.0,0.0,12
5366,32,returning_champion,32500.0,1,2.0,1.0,27
